p_id,name,price,colour,brand,ratingCount,avg_rating
8119623,Tokyo Talkies Women Grey & White Striped Top,999,Grey,Tokyo Talkies,1383,4.033984093
17313168,Friskers White Solid Crop Top,869,White,Friskers,113,4.132743363
16863104,Antheaa Teal Green Self Design Embroidered Detail Chiffon Top,2299,Teal,Antheaa,32,4.53125
17315868,FableStreet Olive Green Shirt Style Top,2195,Olive,FableStreet,21,3.476190476
12800756,Berrylush Women Yellow Printed Crop Top,1479,Yellow,Berrylush,460,4.186956522
16909118,A.T.U.N. Fuchsia Bubble Knot Pure Cotton Top,1199,Fuchsia,A.T.U.N.,90,4.144444444
10336797,Roadster Teal Green Shirt Style Top,1499,Teal,Roadster,1132,4.152826855
17941484,H&M Women White Collared Halter Neck Top,999,White,H&M,59,4.372881356
13670856,Kassually Lavender Self Design Sweetheart Neck Empire Front Knot Crop Top,1599,Lavender,KASSUALLY,581,4.00172117
13382018,plusS Maroon & Black Animal Printed Top With Tie-Ups,1649,Maroon,plusS,744,4.266129032
13611318,The Roadster Lifestyle Co Green Crochet Cotton Regular Top,1699,Green,Roadster,135,4.266666667
7240789,CACA CINA Girls Red Georgette Polka Dot Top,899,Red,CACA CINA,1352,4.171597633
11011290,Mayra Women Black Self Design Crop Top,895,Black,Mayra,1113,4.229110512
8010357,HRX by Hrithik Roshan Black Rapid-Dry Tank Top,1199,Black,HRX by Hrithik Roshan,883,4.494903737
15884806,STREET 9 Women Multi-coloured Ethnic Motifs Satin Top,1599,Multi,STREET 9,80,4.2125
13832508,Shae by SASSAFRAS White & Pink Pure Cotton Printed Kimono Sleeves Kaftan Top,1499,White,Shae by SASSAFRAS,182,4.43956044
10336795,The Roadster Lifestyle Co Women Peach Solid Shirt Style Top,1499,Peach,Roadster,669,4.094170404
8915439,plusS Black Polka Dots Bell Sleeves Top,1499,Black,plusS,1911,4.310832025
11184982,Mast & Harbour Women Off-White & Mustard Yellow Pleated Candy-Striped Blouson Pure Cotton Top,1399,Off White,Mast & Harbour,432,4.131944444
14864068,Tokyo Talkies Women Black Typography Printed Regular Top,849,Black,Tokyo Talkies,100,4.5
17511522,SASSAFRAS Women Classic White Solid Feminine Frills Top,1099,White,SASSAFRAS,54,4.222222222
18170658,H&M White Cotton Vest Top,599,White,H&M,29,4.482758621
13723010,Roadster Black Dobby Weave Mandarin Collar Semi-Sheer Frilled Shirt Style Top,1699,Black,Roadster,138,4.304347826
18652038,H&M Women Beige Knitted Vest Top,799,Beige,H&M,42,4.476190476
15702436,ONLY Pink Regular Crop Top,2499,Pink,ONLY,48,4.354166667
11021020,The Roadster Lifestyle Co Pink Pure Cotton Top,1599,Pink,Roadster,1118,4.008944544
10521038,Antheaa Women Burgundy Self-Design Top,1649,Burgundy,Antheaa,219,4.251141553
15413330,plusS Rust-Coloured Self-Design Smocked Cinched Waist Top,1899,Rust,plusS,114,4.280701754
14204122,Harpa Black Fitted Top,999,Black,Harpa,179,4.083798883
11552838,FableStreet Green Cinched Waist Top,1995,Green,FableStreet,370,4.305405405
17367628,Berrylush Black Animal Print Crepe Tank Crop Top,1499,Black,Berrylush,19,4
14208164,HERE&NOW Purple & Yellow Puff Sleeve Smocked A-Line Top,1299,Purple,HERE&NOW,674,3.541543027
8841583,La Zoire Women Blue & White Striped A-Line Top,1599,Blue,La Zoire,342,4.295321637
14424400,Tokyo Talkies Fuchsia Pink Fitted Crop Top,549,Fuchsia,Tokyo Talkies,369,4.474254743
14983436,FableStreet Women Teal Blue Shirt Style Top,1895,Teal,FableStreet,30,4.233333333
13269686,Roadster Women Coral Red Solid Choker Neck Pure Cotton Top,799,Coral,Roadster,18,4.277777778
12428150,Shae by SASSAFRAS Women Magenta & White Bandhej Print Wrap Pure Cotton Top,1399,Magenta,Shae by SASSAFRAS,249,4.37751004
18068630,FOREVER 21 Women Black Solid Crop Top,1399,Black,FOREVER 21,15,4.733333333
15301440,SASSAFRAS Black Halter Neck Fitted Crop Top,1199,Black,SASSAFRAS,179,4.212290503
13709580,Athena Lavender Bell Sleeves Smocking Crop Georgette Top,1499,Lavender,Athena,985,4.365482234
16847480,Style Quotient Women Green Gingham Checked Top,1799,Green,Style Quotient,28,4.25
13879814,Mast & Harbour Blue & Coral Red Floral Printed Puff Sleeves Top,1299,Blue,Mast & Harbour,136,4.117647059
18652028,H&M Blue Halterneck Cropped Top,699,Blue,H&M,36,4.638888889
11387448,Inddus Red Silk Blend Fringed Bardot Crop Top,1999,Red,Inddus,1200,4.213333333
13891960,HERE&NOW Women Teal Floral Fantasy Top,1299,Teal,HERE&NOW,135,4.185185185
14602502,Vishudh Black Geometric Mandarin Collar Peplum Top,999,Black,Vishudh,539,4.200371058
18961738,Athena Teal Embellished Off-Shoulder Smocked Crop Top,1699,Teal,Athena,5,3.6
10856220,SASSAFRAS Off-White Top with Satin Finish,1399,Off White,SASSAFRAS,3390,4.325073746
1866504,Roadster Black High Slit Pure Cotton Top,899,Black,Roadster,1776,4.042792793
13722978,Roadster Purple Solid Smocked Fitted Top,1499,Purple,Roadster,62,4.161290323
17300544,STREET 9 Women Gorgeous Red Solid Top,1199,Red,STREET 9,57,4.228070175
13719140,Athena Trendy Mauve Power Shoulders Peplum Top,1499,Mauve,Athena,288,4.309027778
16909116,A.T.U.N. Fuchsia Bubble Knot Pure Cotton Top,1299,Fuchsia,A.T.U.N.,60,3.883333333
17810566,H&M Women White Cotton Crop Top,399,White,H&M,76,4.026315789
13880014,Mast & Harbour Rust Brown & Pink Floral Printed Puff Sleeves Top,1599,Rust,Mast & Harbour,121,3.917355372
12222044,SASSAFRAS Peach-Coloured High-Neck Top,999,Peach,SASSAFRAS,1933,4.411795137
15913410,Divena Women Pink & White Floral Print Pure Cotton Peplum Top,1599,Pink,Divena,83,4.481927711
13382002,plusS Women Black Self-Design Smocked Peplum Top,1599,Black,plusS,520,4.053846154
17613206,Stylo Bug Girls Pink Self Design Chiffon Top,2195,Pink,Stylo Bug,13,4.076923077
17656916,Vishudh Women Navy Blue Floral Printed Band Cotton Collar Top,1149,Navy Blue,Vishudh,43,4.279069767
17094692,Anouk Black & White Print Mandarin Collar Pure Cotton Boxy Crop Top,1299,Black,Anouk,95,4.315789474
10964434,Roadster Women Maroon Solid Sustainable Top,799,Maroon,Roadster,1161,4.243755383
15954166,Ishin Beige Floral Embroidered Bishop Sleeves Victorian Regular Crop Top,3249,Beige,Ishin,9,4.666666667
17189026,Mast & Harbour Women White Solid Shirt Style Top,1499,White,Mast & Harbour,9,4
13904884,Street 9 Navy Blue Embellished Halter Neck Georgette Regular Top,1699,Navy Blue,STREET 9,149,4.302013423
15953964,Tokyo Talkies Black Regular Top,1299,Black,Tokyo Talkies,38,3.631578947
14186872,FabAlley Blue & Pink Floral Printed Georgette Regular Top,1200,Blue,FabAlley,111,4.324324324
16781554,Levis X Deepika Padukone Blue Ribbed Fitted Top,1599,Blue,Levis,38,4.631578947
16426492,Berrylush Women Striking Green Floral Cropped Top,1499,Green,Berrylush,51,4.235294118
17240100,SASSAFRAS Multicoloured Print Twisted Crepe Crop Top,1199,Multi,SASSAFRAS,48,4.25
16781582,Levis Women Solid Magenta SPuff Sleeves hirt Style Top,3199,Magenta,Levis,10,4.1
2163307,HERE&NOW Women White & Green Printed A-Line Top,1499,White,HERE&NOW,972,4.111111111
18131608,H&M Purple Printed Cropped Top,999,Purple,H&M,31,4.677419355
16109360,Noh Voh - SASSAFRAS Kids Girls Blue & White Striped Turtle Neck Fitted Top,999,Blue,Noh.Voh - SASSAFRAS Kids,68,4.382352941
13622936,plusS White Pure Cotton Ruffled Schiffli Laced Regular Top,1899,White,plusS,176,4.193181818
13925060,DressBerry Yellow Embroidered Detail Regular Top,1599,Yellow,DressBerry,105,4.323809524
18594382,Rigo Black Shirt Style Crop Top,1099,Black,Rigo,13,3
11781568,Friskers Women Black Solid Tank Pure Cotton Top,489,Black,Friskers,499,4.284569138
13076472,Janasya Red Striped Shirt Style Pure Cotton Top,1399,Red,Janasya,138,3.586956522
14087576,SASSAFRAS Black Off-Shoulder Solid Smocked Tube Crop Top,1199,Black,SASSAFRAS,322,4.468944099
14736846,her by invictus Women Pink Solid Styled Back Top,1199,Pink,her by invictus,84,4.095238095
14695632,Tokyo Talkies Women Olive Green Tank Top,799,Olive,Tokyo Talkies,147,4.326530612
17883620,H&M Yellow Puff-Sleeved Jersey Top,399,Yellow,H&M,72,4.5
14432282,max White Regular Top,199,White,max,308,4.464285714
17511828,SASSAFRAS Women Pretty Pink Solid Bustier Top,999,Pink,SASSAFRAS,56,4.303571429
14084876,FableStreet Green Regular Top,1795,Green,FableStreet,57,4.315789474
13710102,Vishudh Black Floral Embroidered Gathered Top,999,Black,Vishudh,171,4.046783626
14393210,Chemistry Black Self Designed Extended Shoulder Boxy Top,1499,Black,Chemistry,69,4.202898551
16898664,Chemistry Black Solid Regular Top,1399,Black,Chemistry,15,4.066666667
17240172,SASSAFRAS Green Halter Neck Georgette Blouson Crop Top,1599,Green,SASSAFRAS,46,4.369565217
14393508,Chemistry Inca Gold Kimono Sleeved High Neck Regular Top,1499,Gold,Chemistry,42,4.380952381
18721662,FOREVER 21 Women Black Solid Top with Lace Inserts,1299,Black,FOREVER 21,3,3.666666667
14173374,STREET 9 Red Puff Sleeves Blouson Top,1999,Red,STREET 9,102,4.058823529
13984230,Roadster Mustard Yellow Ribbed Fitted Crop Top,1299,Mustard,Roadster,173,4.323699422
17831112,Senyora White Floral Embroidered Shirt Style Top,1999,White,Senyora,18,4.055555556
11642150,plusS Women Peach-Coloured Floral Print Cinched Waist Top with Smocked Detail,1599,Peach,plusS,309,3.627831715
9658889,Azira Navy Blue & Maroon Ethnic Motifs Pleated Empire Pure Cotton Top,1299,Navy Blue,Azira,852,4.338028169
13321126,Mast & Harbour Women Peach-Coloured Printed Tie-Up Pure Cotton Top,749,Peach,Mast & Harbour,142,4.246478873
12668194,QUIERO Women Black Printed Pleated A-Line Top,1686,Black,QUIERO,107,4
13722974,Roadster Pink Solid Smocked Fitted Top,1499,Pink,Roadster,118,3.974576271
17445656,Vishudh Blue Floral Print Peplum Top,1299,Blue,Vishudh,54,4.277777778
16235888,Anouk Women Red & Orange Checked Sleeveless Peplum Crop Top,1199,Red,Anouk,86,4.430232558
16043050,STREET 9 Woman Charming Maroon Solid Cropped Top,1499,Maroon,STREET 9,25,3.92
16814638,Tokyo Talkies Lavender Knitted Crop Top,949,Lavender,Tokyo Talkies,95,4.221052632
18302434,H&M Pink Tie-Hem Top,699,Pink,H&M,16,4.75
18415302,Berrylush Red Floral Vacay Attire,1699,Red,Berrylush,6,4.333333333
18115614,ONLY Green Print Ruffles Peplum Top,1699,Green,ONLY,15,4.133333333
12151584,VividArtsy Lavender Sleeveless Fitted Top,645,Lavender,VividArtsy,793,4.238335435
12408994,Tokyo Talkies Women Green Self Design Top,1749,Green,Tokyo Talkies,246,4.036585366
17784302,Sera Women White Floral Print Georgette Crop Top,1298,White,Sera,15,4.4
16124612,MANGO Black Self Design Regular Top,2390,Black,MANGO,21,3.285714286
17257610,FableStreet Teal Green Formal Top,1895,Teal,FableStreet,15,3.333333333
11697384,Roadster Black Round Neck Pure Cotton Top,499,Black,Roadster,1898,4.254478398
9528591,DressBerry Women White & Black Striped Pure Cotton Top,1099,White,DressBerry,430,4.218604651
2507000,Roadster Pink Knitted Lace Top,899,Pink,Roadster,1524,3.998687664
9052855,Miss Chase Maroon Striped Pure Cotton Top,1249,Maroon,Miss Chase,442,4.398190045
12419366,Revolution Black & White Checked Plus Size Ruffled Blouson Top,1600,Black,Revolution,260,4.057692308
14959978,plusS Women Charming Purple Solid Knits Top,1949,Purple,plusS,182,4.159340659
14779050,MANGO Maroon Solid Smocked A-line Top,2390,Maroon,MANGO,24,3.916666667
18684154,VividArtsy Peach-Coloured Ribbed Fitted Crop Top,749,Peach,VividArtsy,3,3.666666667
2213582,Marie Claire Off-White Floral Sleeveless Top With Shoulder Straps,1299,Off White,Marie Claire,1688,4.29443128
18514130,Paralians Women Green Ethnic Motifs Printed A-Line Top,999,Green,Paralians,12,4
2594438,Sera Blue & White Striped Cinched Waist Top,1299,Blue,Sera,1409,4.104329312
12225702,Tokyo Talkies Black V-Neck Top With Roll-Up Sleeves,949,Black,Tokyo Talkies,1195,4.084518828
17500834,plusS Women Beige & Off White Pure Cotton Summer Checks Shirt Style Top,1599,Beige,plusS,18,3.888888889
17185152,Marks & Spencer Off-White Self-Design Top,2499,Off White,Marks & Spencer,16,3.75
16346302,Sztori Women Plus Size Teal Blue Keyhole Neck Top,1399,Teal,Sztori,34,4.294117647
11364480,SASSAFRAS Women Rose Solid Cold-Shoulder Top,999,Rose,SASSAFRAS,1846,4.306608884
12916572,plusS Women White Solid Cinched Waist Pure Cotton Top,1899,White,plusS,252,4.170634921
11702546,ONLY Women Yellow & Pink Polka Dots Printed Top With Flared Sleeves,2299,Yellow,ONLY,96,3.9375
7477729,Veni Vidi Vici White Ruffled Bardot Top,1170,White,Veni Vidi Vici,970,4.137113402
10641924,Tokyo Talkies Women Off-White and Beige Floral Printed Peplum Top,999,Off White,Tokyo Talkies,645,4.2
13614966,The Dry State Black & Yellow Floral Print Puff Sleeves Styled Back Crop Top,1499,Black,The Dry State,87,4.114942529
17872080,Taavi Women Indigo & White Indigo Print Pure Cotton Casual Peplum Top,2299,Blue,Taavi,12,4.416666667
14739750,DressBerry Women Navy Blue Pure Cotton Indigo Chambray Top,1299,Navy Blue,DressBerry,20,4.3
16189992,Kook N Keech Emoji Women Stunning Blue Graphic Frayed Denim Top,1299,Blue,Kook N Keech Emoji,7,5
11711830,Mast & Harbour Women Dusty Pink Solid Boxy Sustainable Top,1299,Pink,Mast & Harbour,408,4.24754902
17759988,H&M Women Brown Knitted Tie-Detail Top,799,Brown,H&M,58,4.293103448
14879080,Tokyo Talkies Women Green & Yellow Typography Printed Knitted Top,849,Green,Tokyo Talkies,123,4.455284553
14641760,FabAlley Women Pink and Mauve Floral Flutter Sleeve Peplum Top,1450,Pink,FabAlley,100,4.49
15980892,Shae by SASSAFRAS Pink Printed Regular Crop Top,1499,Pink,Shae by SASSAFRAS,38,3.842105263
16892348,MANGO Women Black & Yellow Sheer Printed High Neck Fitted Top,2390,Black,MANGO,17,3.941176471
14609604,plusS Green & White Puff Sleeve Ruffles Smocked Regular Top,1699,Green,plusS,133,4.285714286
8339487,Roadster Women White Solid Pure Cotton Top With Contrast Rib,699,White,Roadster,1655,4.004833837
13455570,FableStreet Women Teal Blue Solid Wrap Top,1995,Teal,FableStreet,30,4.5
16953126,DressBerry Women Lavender Solid Cold Shoulder Crop Top,1199,Lavender,DressBerry,13,3.846153846
18488444,AAHWAN Women Black Solid High Neck Top,999,Black,AAHWAN,12,4.5
14959954,plusS Women Fuchsia Pink Sleek Top,1199,Fuchsia,plusS,209,4.282296651
14136116,STREET 9 Black Net Blouson Crop Top,1299,Black,STREET 9,151,4.066225166
13879780,Mast & Harbour Rust Brown & White Floral Printed Wrap Top,1599,Rust,Mast & Harbour,77,4.155844156
13723032,Roadster Women Attractive Peach Geometric Sheer Top,1699,Peach,Roadster,109,4.412844037
17535448,Berrylush Women Deep Navy Blue Geometric Scarf Top,1499,Navy Blue,Berrylush,17,4.294117647
8802067,HRX by Hrithik Roshan Women Solid Rapid dry Running Tank Top,999,Grey,HRX by Hrithik Roshan,80,4.5125
17445890,Tokyo Talkies Blue Striped Cotton Top,1049,Blue,Tokyo Talkies,46,4.5
7477644,RARE Women White Solid Top,1599,White,RARE,1532,4.127937337
15018904,Jockey Women Grey Solid Thermal Camisole,439,Grey,Jockey,21,4.714285714
17179252,Cutiekins Girls Red Bow Detail Ruffles Top,1499,Red,Cutiekins,60,4.066666667
13430112,ONLY Women Green Self Design Boxy Top,1999,Green,ONLY,25,4.04
13936010,SASSAFRAS Enthralling Pink Solid Ruched Crop Top,999,Pink,SASSAFRAS,141,4.255319149
17347940,SHINOY Women White Printed Liva Cinched Waist Top,1499,White,SHINOY,29,4.24137931
2137522,Tokyo Talkies Women Blue Self Design Pure Cotton Top,1199,Blue,Tokyo Talkies,534,3.985018727
13244594,Mayra Women Pink Printed Shirt Style Top,1195,Pink,Mayra,92,4.043478261
16156718,SHAYE Multicoloured Floral Satin Regular Top,1799,Multi,SHAYE,38,3.157894737
16124692,MANGO Navy Blue Solid Shirt Style Top,3590,Navy Blue,MANGO,9,4.777777778
13843050,SASSAFRAS Magenta Pink Pure Cotton Ruched Tie-Ups Crop Top,999,Magenta,SASSAFRAS,540,4.387037037
14340794,MANGO Beige Ribbed Fitted Top,2390,Beige,MANGO,42,4.142857143
16961412,Roadster Green Ruffles Top,899,Green,Roadster,24,4.458333333
18259392,MANGO Off White Pure Cotton Solid Ruched Top,990,Off White,MANGO,10,4.4
14258606,H&M Girls White Solid Jersey Top,399,White,H&M,237,4.299578059
12872026,Revolution Black Plus Size Smocked Sheer Peplum Top,2000,Black,Revolution,247,3.854251012
17173324,Cutiekins Girls Peach-Coloured Polka Dots Print Ruffles Crepe Peplum Top,1499,Peach,Cutiekins,30,3.566666667
17131448,The Pink Moon Grey Pure Cotton Top,1999,Grey,The Pink Moon,17,4.058823529
16543660,Style Quotient Women Classic White Floral Smocked Top,1299,White,Style Quotient,66,4.196969697
16814706,Tokyo Talkies Women Black Solid Long Sleeves Crop Top,899,Black,Tokyo Talkies,195,4.507692308
17871200,SHAYE Women Multicoloured Floral Printed Satin Boxy Top,2500,Multi,SHAYE,28,3.892857143
14532614,Harpa Women Blue Floral Smocked Georgette Regular Top,1299,Blue,Harpa,78,4.128205128
10632024,Mayra Women Maroon Solid Top,1095,Maroon,Mayra,1239,3.616626312
11364470,SASSAFRAS Beige & Pink Floral Twisted Crop Top,1499,Beige,SASSAFRAS,790,4.365822785
12884412,FabAlley Women Pink Printed Peplum Top,1500,Pink,FabAlley,126,4.206349206
13614956,The Dry State Women Black & Pink Floral Printed Cropped Shirt Style Top,1499,Black,The Dry State,174,4.068965517
17132226,Athena Women Stunning Blue Self-Design Bustier Top,1699,Blue,Athena,41,4.146341463
13935934,SASSAFRAS Green and White Striped Smocked Top,1099,Green,SASSAFRAS,148,4.506756757
17240142,SASSAFRAS Green & White Floral Print Smocked Crepe Crop Top,1499,Green,SASSAFRAS,51,4.431372549
17194590,Tokyo Talkies Women Stylish Black Solid Top,749,Black,Tokyo Talkies,45,4.222222222
13791826,Mayra Red Puff Sleeves Party Top,1395,Red,Mayra,169,3.763313609
7477724,Veni Vidi Vici Red Fitted Crop Top,1290,Red,Veni Vidi Vici,1849,3.853975122
14846678,Jockey Women Black Pure Cotton Solid Tank Top,295,Black,Jockey,117,4.504273504
10716842,Style Quotient Women Mustard Yellow Solid Top,1099,Mustard,Style Quotient,137,3.773722628
15821686,Nike Black Dri-FIT Training RACEBACK Tank Top,1295,Black,Nike,52,4.653846154
17238348,NEUDIS Beige Cowl Neck Sheen Satin Finish Top,1499,Beige,NEUDIS,25,4.08
14484442,STREET 9 White Floral Embroidered Regular Top,1899,White,STREET 9,230,4.273913043
16707870,SASSAFRAS Women Bright Fuchsia Solid One-Shoulder Top,1199,Fuchsia,SASSAFRAS,47,4.170212766
11296068,Roadster Women Navy Blue Solid Bell Sleeves Top,899,Navy Blue,Roadster,157,3.694267516
17300486,STREET 9 Women Pretty Pink Solid Top,1199,Pink,STREET 9,33,4.151515152
10585790,FableStreet Women White Solid Top,1895,White,FableStreet,42,4.214285714
17674672,H&M Women Brown Cropped Top,1299,Brown,H&M,32,4.3125
15508784,SASSAFRAS Women Gorgeous Red Horizontal Stripes Top,999,Red,SASSAFRAS,128,4.546875
13777908,DressBerry Green Puff Sleeves Cotton Top,1199,Green,DressBerry,110,4.045454545
11735652,her by invictus Women Rose & Off-White Printed Top,699,Rose,her by invictus,573,4.141361257
13935442,plusS Alluring Green Solid Smocked Top,1899,Green,plusS,115,3.869565217
16961230,The Roadster Lifestyle Co Womne White Ribbed High Neck Top With Zipper Detail,1299,White,Roadster,45,4.644444444
13879826,Mast & Harbour Blue Accordion Pleated Bell Sleeves Top,1499,Blue,Mast & Harbour,82,3.768292683
17300496,STREET 9 Women Gorgeous Green Solid Top,1399,Green,STREET 9,21,4.142857143
17442766,Tokyo Talkies Women Stylish Black Abstract Top,899,Black,Tokyo Talkies,105,4.304761905
15953974,Tokyo Talkies Green Regular Top,949,Green,Tokyo Talkies,42,4.428571429
16961332,Roadster Lavender Ribbed Round NeckTop,1299,Lavender,Roadster,27,4.407407407
18318476,Mast & Harbour Women Navy Blue & Red Floral Print Top,1299,Navy Blue,Mast & Harbour,18,4.222222222
18379052,Tokyo Talkies Blue Checked Top,799,Blue,Tokyo Talkies,16,4.375
17301604,Harpa Women Maroon Crop Top,1299,Maroon,Harpa,6,4
17003578,Tokyo Talkies Women Stylish Black Solid Top,1199,Black,Tokyo Talkies,32,4.09375
15137938,AND Blue Ruffled Raglan Sleeve Regular Top,1299,Blue,AND,28,4.285714286
13984114,Roadster Red Ribbed Fitted Crop Top,999,Red,Roadster,214,4.289719626
10292681,FableStreet Women Black Colourblocked Top,1595,Black,FableStreet,45,4.155555556
16752726,Berrylush Women Classic White Tribal One-Shoulder Top,1699,White,Berrylush,39,4.512820513
17442778,Tokyo Talkies Women Stylish Black Solid Top,849,Black,Tokyo Talkies,111,4.297297297
13670888,Kassually Rust & Black Animal Printed Halter Neck A-Line Top,1499,Rust,KASSUALLY,179,4.150837989
14444094,Tokyo Talkies Burgundy Off-Shoulder Bardot Top,699,Burgundy,Tokyo Talkies,289,4.266435986
9076963,Style Quotient Women White Printed Top,1599,White,Style Quotient,259,4.235521236
18254984,H&M Orange Printed V-Neck Drawstring Blouse,1499,Orange,H&M,18,3.777777778
17585750,Carlton London Green Chiffon Top,1599,Green,Carlton London,8,4.625
9921237,QUIERO Rose Top With Cap Sleeves,2499,Rose,QUIERO,427,4.011709602
11550408,Marie Claire Red Square Neck Smocked Top,1599,Red,Marie Claire,523,4.196940727
16771068,DressBerry Beautiful Fuchsia Solid Volume Play Top,1099,Fuchsia,DressBerry,8,4.875
15850386,URBANIC Women Blue & Pink Ombre Bohemian Kaftan Top,990,Blue,URBANIC,8,3.5
17442600,Tokyo Talkies Maroon Tiered Top,999,Maroon,Tokyo Talkies,103,4.40776699
2129862,Bhama Couture Women Off-White Embroidered Top,1899,Off White,Bhama Couture,23,3.913043478
15982422,Tokyo Talkies Woman Pink Regular Top,899,Pink,Tokyo Talkies,53,3.547169811
13778078,DressBerry Navy Blue Ribbed High Neck Top,1499,Navy Blue,DressBerry,6,4.333333333
17808760,MANGO Pink & Blue Floral Print Crop Top,2590,Pink,MANGO,10,3.9
16771998,FableStreet Olive Green Georgette Top With Pleat Detail,1995,Olive,FableStreet,6,4.833333333
17175682,Saffron Threads Blue Geometric Print Indigo Pure Cotton Top,999,Blue,Saffron Threads,37,4.594594595
16188506,DressBerry Women Blue & Pink Checked Top,1299,Blue,DressBerry,9,2.888888889
1866509,Roadster Women Maroon Self- Design Top,899,Maroon,Roadster,1602,4.026841448
15088630,Kook N Keech White & Charcoal Grey Floral Print Ruffles Regular Top,1099,White,Kook N Keech,9,4.222222222
16844316,Sangria Red & Green Print Shirt Style Top,1299,Red,Sangria,3,5
17160756,Ginger by Lifestyle Green Sweetheart Neck Crop Top,1299,Green,Ginger by Lifestyle,11,4.545454545
17179832,STREET 9 Women Stylish Black Solid Top,1699,Black,STREET 9,20,4.45
12785008,anayna Women Navy Blue & White Ditsy Dots Print Longline Maternity & Nursing Empire Pure Cotton Top,1680,Navy Blue,anayna,171,4.105263158
13688362,FableStreet Women White Solid Georgette Top,1995,White,FableStreet,30,4.833333333
14474360,Tokyo Talkies Green Fitted Crop Top,549,Green,Tokyo Talkies,99,4.656565657
17511654,SASSAFRAS Women Bright Orange Solid Ring Affair Top,999,Orange,SASSAFRAS,25,4.4
1543826,Miss Chase Women Maroon Lace Regular Top,1349,Maroon,Miss Chase,202,4.188118812
6604967,STREET 9 Women Black Solid Tube Pure Cotton Top,1399,Black,STREET 9,160,4.25
17074032,Roadster Women Navy Blue & White Striped High Neck Regular Top,1499,Navy Blue,Roadster,19,4.842105263
17132282,Athena Women Pretty Pink Self-Design Schiffli Top,1999,Pink,Athena,23,4.391304348
18409754,FOREVER 21 Women Black Self Designed Crop Top,1299,Black,FOREVER 21,7,4.714285714
10632192,Mayra Women Pink Self Design Top,1395,Pink,Mayra,495,3.755555556
11362628,Rangriti Women Pink & White Chevron Print Pure Cotton Top,799,Pink,Rangriti,21,4.047619048
14498234,SASSAFRAS White Twisted Regular Crop Top,899,White,SASSAFRAS,104,4.355769231
16575598,Athena Women Pretty Pink Floral Sheer Top,1699,Pink,Athena,15,3.266666667
17000704,Marks & Spencer Black & Pink Plisse Floral Print Top,4999,Black,Marks & Spencer,6,4.666666667
12964214,Sangria Girls Blue & Pink Tie & Dye High-Low Hem Shirt Style Top,899,Blue,Sangria,249,4
4374524,RARE Women Green Self Design Peplum Top,1299,Green,RARE,392,4.385204082
17465034,H&M Girls Pink & Turquoise Blue 5-Pack Cotton Crop Tops,1999,Pink,H&M,12,4.916666667
16771120,DressBerry Bright Yellow Solid Joyful Conversation Top,1199,Yellow,DressBerry,17,4.588235294
13133120,Tokyo Talkies Women Yellow Solid Crop Top,949,Yellow,Tokyo Talkies,448,4.022321429
14785158,Flying Machine Women Solid Pure Cotton Shirt Style Top,2199,Black,Flying Machine,15,3.466666667
17253024,Athena Brown Shirt Style Sheer Top,1699,Brown,Athena,21,3.857142857
17165400,BOWER Off White Extended Sleeves Solid Cotton Women's Top,1999,Off White,BOWER,6,4.5
18282078,Friskers Maroon Rib Crop Tank Top,789,Maroon,Friskers,15,4.8
13845844,Shae By Sassafras Black & Golden Geometric Embroidered Liva Fitted Crop Top,999,Black,Shae by SASSAFRAS,209,4.368421053
18259544,MANGO Lime Green Pure Cotton Solid Ruched Top,990,Lime Green,MANGO,28,4.607142857
14204116,Harpa Pink Fitted Top,999,Pink,Harpa,152,3.947368421
13845816,Shae by SASSAFRAS Women Black Floral Printed Regular Crop Top,999,Black,Shae by SASSAFRAS,299,4.133779264
14937456,WEDZE By Decathlon Men Black Solid Thermal Tops,699,Black,WEDZE By Decathlon,1153,4.306157849
14785130,Flying Machine Black Solid Tie-Up Neck Sleeveless Casual Top,1299,Black,Flying Machine,23,4.043478261
17755816,Miaz Lifestyle Black Sleeveless Organic Cotton Fitted Top,899,Black,Miaz Lifestyle,50,3.24
16902554,The Roadster Lifestyle Co White Solid Casual Wrap Top,1299,White,Roadster,27,4.444444444
14432274,max Cream Regular Top,199,Cream,max,262,4.576335878
18597306,FOREVER 21 Women Black Solid Longline Graphic Print  Top,599,Black,FOREVER 21,10,4.4
14005952,Kook N Keech Women Navy Blue Solid Mandarin Collar Top,1799,Navy Blue,Kook N Keech,27,4.62962963
12092534,Global Desi Women Turquoise Blue Printed Top,1599,Turquoise Blue,Global Desi,24,4.375
17969772,MANGO Green & Brown Conversational Print Top,2390,Green,MANGO,5,3.6
16909128,A T U N Girls Red Bubble Knot Pure Cotton Top,1199,Red,A.T.U.N.,14,4.214285714
18652012,H&M Girls Pink & White Cotton Jersey Bow-detail Strappy Top,399,Pink,H&M,10,4.6
16569580,Tokyo Talkies Green Puff Sleeves Crop Top,1149,Green,Tokyo Talkies,50,4.16
18137084,ONLY Black Sweetheart Neck Blouson Top,1699,Black,ONLY,6,4
16961272,Roadster Women Olive Green Ribbed High Neck Zip Detail Top,1299,Olive,Roadster,10,3.6
16849484,ANI Women Gorgeous Green Solid Bardot Top,1599,Green,ANI,11,4.272727273
14498200,SASSAFRAS Black Lettuce Edges Crop Top,999,Black,SASSAFRAS,147,4.482993197
